x,y,cls,conf
29184,17920,0,0.25275272
29696,17920,0,0.18892181
30208,17920,0,0.2578585
30720,17920,0,0.2978783
31232,17920,0,0.20505732
31744,17920,0,0.19057333
32256,17920,0,0.17924304
32768,17920,0,0.1437878
33280,17920,0,0.14104463
33792,17920,0,0.3684057
34304,17920,0,0.14306794
34816,17920,0,0.16043039
35328,17920,0,0.27943507
35840,17920,0,0.13534632
36352,17920,0,0.21917035
36864,17920,0,0.24099782
37376,17920,0,0.24427286
37888,17920,0,0.352982
38400,17920,0,0.33552775
38912,17920,0,0.29487446
39424,17920,0,0.3489779
39936,17920,0,0.43194357
40448,17920,0,0.49964908
40960,17920,1,0.54243916
41472,17920,1,0.5792963
41984,17920,1,0.63443005
42496,17920,1,0.7077078
43008,17920,1,0.69357675
43520,17920,1,0.63624007
44032,17920,1,0.6525736
44544,17920,1,0.60062766
45056,17920,1,0.52762455
45568,17920,0,0.4295565
46080,17920,1,0.5324251
46592,17920,0,0.4643664
47104,17920,1,0.52266186
47616,17920,0,0.49758914
48128,17920,1,0.59870815
48640,17920,1,0.5807162
49152,17920,1,0.56127495
49664,17920,0,0.4920604
50176,17920,1,0.53556055
50688,17920,1,0.64363736
51200,17920,1,0.6695288
51712,17920,1,0.66061044
52224,17920,1,0.6112442
52736,17920,1,0.69856083
53248,17920,1,0.57317823
53760,17920,1,0.68163407
54272,17920,1,0.6550327
54784,17920,1,0.6719685
55296,17920,1,0.6563279
55808,17920,1,0.63349533
56320,17920,1,0.66576374
56832,17920,1,0.7153743
57344,17920,1,0.57853377
57856,17920,1,0.52542967
58368,17920,1,0.5126316
58880,17920,1,0.5550132
59392,17920,0,0.3718777
59904,17920,0,0.4432389
60416,17920,1,0.592895
60928,17920,1,0.5297348
61440,17920,1,0.5359638
61952,17920,1,0.52684486
62464,17920,0,0.4812024
62976,17920,0,0.40833575
63488,17920,0,0.23375006
64000,17920,0,0.3278297
72704,17920,0,0.33312345
73216,17920,0,0.29198927
73728,17920,0,0.13234626
74240,17920,0,0.21182416
74752,17920,0,0.26109537
75264,17920,0,0.22678362
75776,17920,0,0.17238072
76288,17920,0,0.19269122
76800,17920,0,0.18832397
77312,17920,0,0.21688105
77824,17920,0,0.119151674
78336,17920,0,0.14529718
78848,17920,0,0.16331196
79360,17920,0,0.2805671
79872,17920,0,0.17974645
80384,17920,0,0.15882559
80896,17920,0,0.16995624
81408,17920,0,0.21833585
81920,17920,0,0.1500911
82432,17920,0,0.22126654
82944,17920,0,0.17307845
83456,17920,0,0.24037316
83968,17920,0,0.18543038
84480,17920,0,0.18068422
84992,17920,0,0.17002513
85504,17920,0,0.22151907
86016,17920,0,0.28681803
86528,17920,0,0.3609394
87040,17920,0,0.31901532
87552,17920,0,0.18535663
88064,17920,0,0.18144444
88576,17920,0,0.16532342
89088,17920,0,0.17917122
89600,17920,0,0.26769522
90112,17920,0,0.23344412
90624,17920,0,0.23647216
91136,17920,0,0.22414035
91648,17920,0,0.19544049
92160,17920,0,0.25823244
92672,17920,0,0.246488
93184,17920,0,0.2244802
94720,17920,0,0.23979414
95232,17920,0,0.28601968
95744,17920,0,0.19806418
4096,18432,0,0.3394443
4608,18432,0,0.2510505
5120,18432,0,0.30310613
5632,18432,0,0.25968483
6144,18432,0,0.19352815
6656,18432,0,0.1696121
7168,18432,0,0.29563648
7680,18432,0,0.26726472
8192,18432,0,0.31578875
8704,18432,0,0.15784954
9216,18432,0,0.2110914
9728,18432,0,0.12776141
10240,18432,0,0.18010665
10752,18432,0,0.12023207
11264,18432,0,0.24685092
11776,18432,0,0.13706978
12288,18432,0,0.17196317
12800,18432,0,0.2473051
13312,18432,0,0.14157787
13824,18432,0,0.3260568
14336,18432,0,0.1595445
14848,18432,0,0.26364088
15360,18432,0,0.30728006
15872,18432,0,0.2989005
16384,18432,0,0.32474378
16896,18432,0,0.20537588
17408,18432,0,0.23118001
17920,18432,0,0.1666754
18432,18432,0,0.24364245
18944,18432,0,0.25437003
19456,18432,0,0.19617093
19968,18432,0,0.21783628
20480,18432,0,0.31597337
20992,18432,0,0.31660694
21504,18432,0,0.23326942
22016,18432,0,0.18491466
22528,18432,0,0.18892181
23040,18432,0,0.20930803
23552,18432,0,0.1491592
24064,18432,0,0.24816959
24576,18432,0,0.25771838
25088,18432,0,0.20705435
25600,18432,0,0.1977154
26112,18432,0,0.34133545
26624,18432,0,0.15869519
27136,18432,0,0.1950952
27648,18432,0,0.24314788
28160,18432,0,0.15629798
28672,18432,0,0.21276315
29184,18432,0,0.26166096
29696,18432,0,0.08273439
30208,18432,0,0.116311565
30720,18432,0,0.1337543
31232,18432,0,0.09756223
31744,18432,0,0.28061637
32256,18432,0,0.19690341
32768,18432,0,0.14780103
33280,18432,0,0.15895613
33792,18432,0,0.14743239
34304,18432,0,0.12080135
34816,18432,0,0.20181322
35328,18432,0,0.16418116
35840,18432,0,0.25192368
36352,18432,0,0.13500383
36864,18432,0,0.12410681
37376,18432,0,0.32815254
37888,18432,0,0.285621
38400,18432,0,0.3568388
38912,18432,0,0.28412887
39424,18432,0,0.25991955
39936,18432,0,0.44324926
40448,18432,0,0.46534193
40960,18432,1,0.5839153
41472,18432,0,0.46575958
41984,18432,1,0.6441132
42496,18432,0,0.48627052
43008,18432,1,0.53831965
43520,18432,0,0.4523885
44032,18432,1,0.5081322
44544,18432,1,0.5568364
45056,18432,1,0.56001204
45568,18432,1,0.5655237
46080,18432,0,0.45258132
46592,18432,1,0.6002469
47104,18432,1,0.575424
47616,18432,1,0.5815853
48128,18432,1,0.64857763
48640,18432,1,0.62894887
49152,18432,1,0.59796005
49664,18432,1,0.64790964
50176,18432,1,0.66077465
50688,18432,1,0.6554739
51200,18432,1,0.6909502
51712,18432,1,0.6625338
52224,18432,1,0.71552336
52736,18432,1,0.68326104
53248,18432,1,0.6600697
53760,18432,1,0.69871503
54272,18432,1,0.7348337
54784,18432,1,0.6953122
55296,18432,1,0.62923366
55808,18432,1,0.6801355
56320,18432,1,0.7712841
56832,18432,1,0.67328566
57344,18432,1,0.5746969
57856,18432,1,0.5445289
58368,18432,1,0.52732414
58880,18432,1,0.5419998
59392,18432,1,0.55698705
59904,18432,1,0.50863564
60416,18432,1,0.5818081
60928,18432,1,0.5777039
61440,18432,1,0.5480991
61952,18432,1,0.5834185
62464,18432,1,0.60868126
62976,18432,0,0.42557165
63488,18432,0,0.3201833
72192,18432,0,0.31079897
72704,18432,0,0.25187767
73216,18432,0,0.20339091
73728,18432,0,0.19498022
74240,18432,0,0.30876312
74752,18432,0,0.3161581
75264,18432,0,0.1746213
75776,18432,0,0.19915219
76288,18432,0,0.17539679
76800,18432,0,0.1066906
77312,18432,0,0.16438228
77824,18432,0,0.13039611
78336,18432,0,0.18359363
78848,18432,0,0.18359363
79360,18432,0,0.25155577
79872,18432,0,0.18862271
80384,18432,0,0.23436286
80896,18432,0,0.2374875
81408,18432,0,0.18374003
81920,18432,0,0.19950289
82432,18432,0,0.1968262
82944,18432,0,0.14786252
83456,18432,0,0.2593095
83968,18432,0,0.31837916
84480,18432,0,0.13852006
84992,18432,0,0.28066567
85504,18432,0,0.29350573
86016,18432,0,0.34342432
86528,18432,0,0.25349125
87040,18432,0,0.24885349
87552,18432,0,0.22832853
88064,18432,0,0.14396822
88576,18432,0,0.15752527
89088,18432,0,0.19004667
89600,18432,0,0.2155158
90112,18432,0,0.27884555
90624,18432,0,0.21667379
91136,18432,0,0.24081922
91648,18432,0,0.21036048
92160,18432,0,0.2451302
92672,18432,0,0.30388674
93184,18432,0,0.24630664
93696,18432,0,0.20987426
95232,18432,0,0.2986959
95744,18432,0,0.26488096
4608,18944,0,0.28323588
5120,18944,0,0.15928277
5632,18944,0,0.10172322
6144,18944,0,0.086864166
6656,18944,0,0.19012183
7168,18944,0,0.26469085
7680,18944,0,0.21866938
8192,18944,0,0.33020118
8704,18944,0,0.13437785
9216,18944,0,0.11471517
9728,18944,0,0.12852514
10240,18944,0,0.10785962
10752,18944,0,0.2510505
11264,18944,0,0.17412922
11776,18944,0,0.12074951
12288,18944,0,0.2107663
12800,18944,0,0.15604058
13312,18944,0,0.14057204
13824,18944,0,0.19613242
14336,18944,0,0.30218512
14848,18944,0,0.26269996
15360,18944,0,0.19880198
15872,18944,0,0.22923312
16384,18944,0,0.30564553
16896,18944,0,0.3480078
17408,18944,0,0.19779289
17920,18944,0,0.30975404
18432,18944,0,0.26779097
18944,18944,0,0.35571894
19456,18944,0,0.20809844
19968,18944,0,0.23792991
20480,18944,0,0.21992333
20992,18944,0,0.295789
21504,18944,0,0.26015443
22016,18944,0,0.2739142
22528,18944,0,0.25870037
23040,18944,0,0.20106705
23552,18944,0,0.17596246
24064,18944,0,0.12825193
24576,18944,0,0.19818053
25088,18944,0,0.23027003
25600,18944,0,0.26511872
26112,18944,0,0.17078443
26624,18944,0,0.13034077
27136,18944,0,0.23506448
27648,18944,0,0.19049804
28160,18944,0,0.17002513
28672,18944,0,0.25107342
29184,18944,0,0.1357468
29696,18944,0,0.16803622
30208,18944,0,0.11956225
30720,18944,0,0.13178657
31232,18944,0,0.15720153
31744,18944,0,0.19155443
32256,18944,0,0.2026798
32768,18944,0,0.30131063
33792,18944,0,0.08874129
34304,18944,0,0.15507847
34816,18944,0,0.16184942
35328,18944,0,0.17695588
35840,18944,0,0.15285237
36352,18944,0,0.2416236
36864,18944,0,0.19837458
37376,18944,0,0.33301502
37888,18944,0,0.25128007
38400,18944,0,0.44657016
38912,18944,0,0.43352425
39424,18944,0,0.37224844
39936,18944,0,0.40836522
40448,18944,0,0.48371127
40960,18944,0,0.4857445
41472,18944,1,0.5479404
41984,18944,1,0.60876846
42496,18944,1,0.592312
43008,18944,0,0.46944425
43520,18944,1,0.5261754
44032,18944,1,0.57861185
44544,18944,0,0.3503658
45056,18944,1,0.5469121
45568,18944,0,0.48919082
46080,18944,1,0.5422953
46592,18944,1,0.6080632
47104,18944,1,0.59807014
47616,18944,1,0.57140785
48128,18944,1,0.55951566
48640,18944,1,0.72754014
49152,18944,1,0.66268736
49664,18944,1,0.5312322
50176,18944,1,0.6151457
50688,18944,1,0.7423751
51200,18944,1,0.72421247
51712,18944,1,0.64552504
52224,18944,1,0.64984256
52736,18944,1,0.66175896
53248,18944,1,0.6571535
53760,18944,1,0.62245935
54272,18944,1,0.5849062
54784,18944,1,0.63934207
55296,18944,1,0.6090301
55808,18944,1,0.6991517
56320,18944,1,0.7458846
56832,18944,1,0.5907423
57344,18944,1,0.670797
57856,18944,1,0.58295107
58368,18944,1,0.63934207
58880,18944,1,0.5045775
59392,18944,1,0.58779526
59904,18944,1,0.56522375
60416,18944,1,0.5314872
60928,18944,1,0.5794376
61440,18944,1,0.56035787
61952,18944,1,0.6285357
62464,18944,0,0.45862147
62976,18944,0,0.4280242
72704,18944,0,0.22884513
73216,18944,0,0.19223589
73728,18944,0,0.22151907
74240,18944,0,0.2107663
74752,18944,0,0.20617388
75264,18944,0,0.19636348
75776,18944,0,0.20410384
76288,18944,0,0.20008837
76800,18944,0,0.13730097
77312,18944,0,0.3165277
77824,18944,0,0.14675854
78336,18944,0,0.17985445
78848,18944,0,0.19102567
79360,18944,0,0.35933602
79872,18944,0,0.26497605
80384,18944,0,0.11711697
80896,18944,0,0.09170697
81408,18944,0,0.15134111
81920,18944,0,0.25455528
82432,18944,0,0.13409412
82944,18944,0,0.1612542
83456,18944,0,0.22388572
83968,18944,0,0.29900283
84480,18944,0,0.16687897
84992,18944,0,0.19140325
85504,18944,0,0.23135364
86016,18944,0,0.2641685
86528,18944,0,0.21659093
87040,18944,0,0.3650322
87552,18944,0,0.21733752
88064,18944,0,0.21510331
88576,18944,0,0.1522212
89088,18944,0,0.18454696
89600,18944,0,0.23187502
90112,18944,0,0.26683465
90624,18944,0,0.2216875
91136,18944,0,0.28348374
91648,18944,0,0.2243952
92160,18944,0,0.28086287
92672,18944,0,0.27874738
93184,18944,0,0.20145951
94720,18944,0,0.2661188
95232,18944,0,0.20577459
4096,19456,0,0.14657521
4608,19456,0,0.23660444
5120,19456,0,0.18513554
5632,19456,0,0.14694206
6144,19456,0,0.18757874
6656,19456,0,0.16940588
7168,19456,0,0.18162581
7680,19456,0,0.21133542
8192,19456,0,0.23934935
8704,19456,0,0.26497605
9216,19456,0,0.10343124
9728,19456,0,0.17231107
10240,19456,0,0.13857834
10752,19456,0,0.20118472
11264,19456,0,0.16566059
11776,19456,0,0.19868535
12288,19456,0,0.17989045
12800,19456,0,0.17147702
13312,19456,0,0.21700549
13824,19456,0,0.19567093
14336,19456,0,0.2220247
14848,19456,0,0.23726651
15360,19456,0,0.21967211
15872,19456,0,0.19597849
16896,19456,0,0.25229195
17408,19456,0,0.17175469
17920,19456,0,0.3197583
18432,19456,0,0.33130905
18944,19456,0,0.32648614
19456,19456,0,0.31242245
19968,19456,0,0.24319279
20480,19456,0,0.19042274
20992,19456,0,0.11511248
21504,19456,0,0.348368
22016,19456,0,0.31038076
22528,19456,0,0.2524301
23040,19456,0,0.30507585
23552,19456,0,0.21912853
24064,19456,0,0.2192539
24576,19456,0,0.16052906
25088,19456,0,0.21659093
25600,19456,0,0.13369773
26112,19456,0,0.21850257
26624,19456,0,0.17026642
27136,19456,0,0.2872927
27648,19456,0,0.24238493
28160,19456,0,0.2693256
28672,19456,0,0.30492064
29184,19456,0,0.188847
29696,19456,0,0.10613344
30208,19456,0,0.13302054
30720,19456,0,0.11787642
31232,19456,0,0.24072996
31744,19456,0,0.4876429
32256,19456,0,0.19667187
32768,19456,0,0.2579987
33280,19456,0,0.33415475
33792,19456,0,0.27874738
34304,19456,0,0.2551116
34816,19456,0,0.15304217
35328,19456,0,0.16769518
35840,19456,0,0.19597849
36352,19456,0,0.17469169
36864,19456,0,0.16968088
37376,19456,0,0.3375037
37888,19456,0,0.29731688
38400,19456,0,0.31531414
38912,19456,0,0.4291004
39424,19456,0,0.48154524
39936,19456,0,0.321247
40448,19456,0,0.34667954
40960,19456,0,0.41786525
41472,19456,0,0.4155213
41984,19456,1,0.5732828
42496,19456,0,0.46326214
43008,19456,0,0.45218816
43520,19456,0,0.4549451
44032,19456,0,0.42721748
44544,19456,0,0.4715084
45056,19456,1,0.5427042
45568,19456,1,0.53495795
46080,19456,1,0.5694337
46592,19456,1,0.60261714
47104,19456,1,0.61463255
47616,19456,1,0.6125125
48128,19456,1,0.6288064
48640,19456,1,0.7497291
49152,19456,1,0.6326304
49664,19456,1,0.6262956
50176,19456,1,0.6312534
50688,19456,1,0.6260956
51200,19456,1,0.6524352
51712,19456,1,0.6659199
52224,19456,1,0.7235781
52736,19456,1,0.75105524
53248,19456,1,0.6445608
53760,19456,1,0.5783221
54272,19456,1,0.6535658
54784,19456,1,0.63223314
55296,19456,1,0.6974544
55808,19456,1,0.6919659
56320,19456,1,0.695338
56832,19456,1,0.6603093
57344,19456,1,0.68824583
57856,19456,1,0.62659556
58368,19456,1,0.7148769
58880,19456,1,0.63237506
59392,19456,1,0.62919277
59904,19456,1,0.5333823
60416,19456,0,0.37845907
60928,19456,1,0.53476435
61440,19456,1,0.655336
61952,19456,1,0.58559
62464,19456,0,0.49591073
62976,19456,0,0.44284734
73216,19456,0,0.22867283
73728,19456,0,0.32034272
74240,19456,0,0.2407746
74752,19456,0,0.28017303
75264,19456,0,0.2062538
75776,19456,0,0.19798662
76288,19456,0,0.20813867
76800,19456,0,0.124532074
77312,19456,0,0.12759827
77824,19456,0,0.18750434
78336,19456,0,0.24476895
78848,19456,0,0.1989965
79360,19456,0,0.18242551
79872,19456,0,0.23797417
80384,19456,0,0.28547153
80896,19456,0,0.16398025
81408,19456,0,0.17603327
81920,19456,0,0.20185255
82432,19456,0,0.20938885
82944,19456,0,0.14903529
83456,19456,0,0.27747297
83968,19456,0,0.15928277
84480,19456,0,0.18668744
84992,19456,0,0.3509078
85504,19456,0,0.31085128
86016,19456,0,0.17085357
86528,19456,0,0.36288455
87040,19456,0,0.28957254
87552,19456,0,0.21068507
88064,19456,0,0.20729496
88576,19456,0,0.1696121
89088,19456,0,0.20189188
89600,19456,0,0.25183168
90112,19456,0,0.26740816
90624,19456,0,0.22278468
91136,19456,0,0.29701096
91648,19456,0,0.21198724
92160,19456,0,0.2615195
92672,19456,0,0.25585464
93184,19456,0,0.23656034
93696,19456,0,0.24531093
94208,19456,0,0.254787
94720,19456,0,0.23651622
95232,19456,0,0.1844735
95744,19456,0,0.20963144
4608,19968,0,0.29108164
5120,19968,0,0.25004193
5632,19968,0,0.21015781
6144,19968,0,0.23231015
6656,19968,0,0.14798562
7168,19968,0,0.30368015
7680,19968,0,0.22541662
8192,19968,0,0.27072114
8704,19968,0,0.22704059
9216,19968,0,0.080429666
9728,19968,0,0.08359067
10240,19968,0,0.14229149
10752,19968,0,0.10539455
11264,19968,0,0.17909941
11776,19968,0,0.13330235
12288,19968,0,0.22721201
12800,19968,0,0.26908547
13312,19968,0,0.24404758
13824,19968,0,0.17553806
14336,19968,0,0.27014312
14848,19968,0,0.17016298
15360,19968,0,0.26218015
15872,19968,0,0.12629946
16384,19968,0,0.25552937
16896,19968,0,0.27454585
17408,19968,0,0.3237007
17920,19968,0,0.2934551
18432,19968,0,0.19759926
18944,19968,0,0.20577459
19456,19968,0,0.2401058
19968,19968,0,0.32501155
20480,19968,0,0.171269
20992,19968,0,0.28197372
21504,19968,0,0.12231338
22016,19968,0,0.27004686
22528,19968,0,0.31967866
23040,19968,0,0.16606592
23552,19968,0,0.19061102
24064,19968,0,0.2373328
24576,19968,0,0.18374003
25088,19968,0,0.16491956
25600,19968,0,0.17575017
26112,19968,0,0.31113902
26624,19968,0,0.23217954
27136,19968,0,0.2364501
27648,19968,0,0.31750563
28160,19968,0,0.28358296
28672,19968,0,0.23453811
29184,19968,0,0.15662017
29696,19968,0,0.21121337
30208,19968,0,0.16742276
30720,19968,0,0.14847882
31232,19968,0,0.21469142
31744,19968,0,0.22055222
32256,19968,0,0.1368966
32768,19968,0,0.15134111
33280,19968,0,0.25399977
33792,19968,0,0.301722
34304,19968,0,0.18198898
34816,19968,0,0.29838914
35328,19968,0,0.18817475
35840,19968,0,0.1424107
36352,19968,0,0.18414316
36864,19968,0,0.20362836
37376,19968,0,0.20374714
37888,19968,0,0.20051853
38400,19968,0,0.41626263
38912,19968,0,0.2213507
39424,19968,0,0.37832272
39936,19968,0,0.3910861
40448,19968,0,0.32912216
40960,19968,0,0.2894721
41472,19968,0,0.29905403
41984,19968,0,0.40072006
42496,19968,0,0.4670583
43008,19968,1,0.5789616
43520,19968,1,0.65249056
44032,19968,1,0.5204354
44544,19968,1,0.5180066
45056,19968,1,0.5352047
45568,19968,1,0.60901564
46080,19968,1,0.648355
46592,19968,1,0.6581979
47104,19968,1,0.6146398
47616,19968,1,0.5930276
48128,19968,1,0.5898271
48640,19968,1,0.6665375
49152,19968,1,0.67591166
49664,19968,1,0.65057826
50176,19968,1,0.67077005
50688,19968,1,0.64751965
51200,19968,1,0.64653695
51712,19968,1,0.69427675
52224,19968,1,0.651036
52736,19968,1,0.69040257
53248,19968,1,0.6603435
53760,19968,1,0.65366596
54272,19968,1,0.6919659
54784,19968,1,0.65686464
55296,19968,1,0.7367796
55808,19968,1,0.70710135
56320,19968,1,0.7112304
56832,19968,1,0.67168593
57344,19968,1,0.66285104
57856,19968,1,0.6233339
58368,19968,1,0.6735273
58880,19968,1,0.66285104
59392,19968,1,0.7017386
59904,19968,1,0.57388735
60416,19968,1,0.5686628
60928,19968,1,0.5572054
61440,19968,1,0.5816893
61952,19968,1,0.59515435
62464,19968,0,0.46028134
62976,19968,0,0.3766446
73216,19968,0,0.2693256
73728,19968,0,0.3290143
74240,19968,0,0.30715016
74752,19968,0,0.22644132
75264,19968,0,0.2055353
75776,19968,0,0.19375686
76288,19968,0,0.19269122
76800,19968,0,0.15980658
77312,19968,0,0.23213601
77824,19968,0,0.24785087
78336,19968,0,0.32584226
78848,19968,0,0.15967548
79360,19968,0,0.2358996
79872,19968,0,0.35164496
80384,19968,0,0.3712221
80896,19968,0,0.2339688
81408,19968,0,0.22824252
81920,19968,0,0.24041776
82432,19968,0,0.15947904
82944,19968,0,0.12137298
83456,19968,0,0.18824935
83968,19968,0,0.2540923
84480,19968,0,0.27043205
84992,19968,0,0.29803148
85504,19968,0,0.40700927
86016,19968,0,0.16211455
86528,19968,0,0.27279878
87040,19968,0,0.28239402
87552,19968,0,0.2984914
88064,19968,0,0.22910373
88576,19968,0,0.18097353
89088,19968,0,0.17888416
89600,19968,0,0.14730969
90112,19968,0,0.18839864
90624,19968,0,0.24310295
91136,19968,0,0.31017175
91648,19968,0,0.3638164
92160,19968,0,0.28552136
92672,19968,0,0.21696398
93184,19968,0,0.26764736
93696,19968,0,0.22533137
94208,19968,0,0.28781787
94720,19968,0,0.24328268
95232,19968,0,0.2656423
95744,19968,0,0.17631677
4608,20480,0,0.2484886
5120,20480,0,0.25437003
5632,20480,0,0.25413856
6144,20480,0,0.2439575
6656,20480,0,0.25963786
7168,20480,0,0.2626054
7680,20480,0,0.2055353
8192,20480,0,0.23239724
8704,20480,0,0.23131022
9216,20480,0,0.122838534
9728,20480,0,0.18293586
10240,20480,0,0.077867545
10752,20480,0,0.13296424
11264,20480,0,0.18757874
11776,20480,0,0.21456796
12288,20480,0,0.20142025
12800,20480,0,0.24400255
13312,20480,0,0.21762836
13824,20480,0,0.23517425
14336,20480,0,0.23908274
14848,20480,0,0.24193686
15360,20480,0,0.24218324
15872,20480,0,0.26860556
16384,20480,0,0.15674922
16896,20480,0,0.19329962
17408,20480,0,0.16357899
17920,20480,0,0.28375658
18432,20480,0,0.16401371
18944,20480,0,0.2073752
19456,20480,0,0.2324408
19968,20480,0,0.18469398
20480,20480,0,0.19291921
20992,20480,0,0.2126405
21504,20480,0,0.16033176
22016,20480,0,0.10172322
22528,20480,0,0.3600389
23040,20480,0,0.24144468
23552,20480,0,0.18616903
24064,20480,0,0.20307463
24576,20480,0,0.19544049
25088,20480,0,0.20240377
25600,20480,0,0.17670713
26112,20480,0,0.2229538
26624,20480,0,0.14193429
27136,20480,0,0.20331179
27648,20480,0,0.31142685
28160,20480,0,0.17384851
28672,20480,0,0.2942657
29184,20480,0,0.22588587
29696,20480,0,0.2225734
30208,20480,0,0.12163357
30720,20480,0,0.09894658
31232,20480,0,0.1805397
31744,20480,0,0.2515098
32256,20480,0,0.18668744
32768,20480,0,0.12511882
33280,20480,0,0.3459058
33792,20480,0,0.3364673
34304,20480,0,0.2509128
34816,20480,0,0.31113902
35328,20480,0,0.2893968
35840,20480,0,0.19651763
36352,20480,0,0.13128455
36864,20480,0,0.2497216
37376,20480,0,0.33706713
37888,20480,0,0.27129996
38400,20480,0,0.43303716
38912,20480,0,0.4374029
39424,20480,0,0.368775
39936,20480,0,0.32359383
40448,20480,0,0.4906017
40960,20480,0,0.26507118
41472,20480,0,0.36491898
41984,20480,0,0.46728617
42496,20480,1,0.5199174
43008,20480,1,0.5727004
43520,20480,1,0.54667765
44032,20480,1,0.53269863
44544,20480,1,0.5198336
45056,20480,1,0.5955955
45568,20480,1,0.5983635
46080,20480,1,0.63346696
46592,20480,1,0.69750595
47104,20480,1,0.6230759
47616,20480,1,0.67505544
48128,20480,1,0.6427409
48640,20480,1,0.6102067
49152,20480,1,0.6035668
49664,20480,1,0.58959824
50176,20480,1,0.60549474
50688,20480,1,0.61180246
51200,20480,1,0.5829363
51712,20480,1,0.5995401
52224,20480,1,0.7096483
52736,20480,1,0.6866328
53248,20480,1,0.7003315
53760,20480,1,0.6984066
54272,20480,1,0.66198426
54784,20480,1,0.6542737
55296,20480,1,0.67843354
55808,20480,1,0.6531546
56320,20480,1,0.6341257
56832,20480,1,0.65849984
57344,20480,1,0.6136852
57856,20480,1,0.6175703
58368,20480,1,0.62291825
58880,20480,1,0.64939797
59392,20480,1,0.6379476
59904,20480,1,0.6239212
60416,20480,1,0.6573735
60928,20480,0,0.44826022
61440,20480,1,0.56748724
61952,20480,1,0.61110646
62464,20480,0,0.47793487
73216,20480,0,0.29451925
73728,20480,0,0.26521388
74240,20480,0,0.1464531
74752,20480,0,0.21543325
75264,20480,0,0.1777395
75776,20480,0,0.22832853
76288,20480,0,0.1584346
76800,20480,0,0.13660839
77312,20480,0,0.17838266
77824,20480,0,0.19923009
78336,20480,0,0.15228422
78848,20480,0,0.25855994
79360,20480,1,0.5500032
79872,20480,0,0.47422788
80384,20480,0,0.46002543
80896,20480,0,0.30275172
81408,20480,0,0.3325542
81920,20480,0,0.2842282
82432,20480,0,0.2870678
82944,20480,0,0.27265352
83456,20480,0,0.24059613
83968,20480,0,0.19915219
84480,20480,0,0.21650808
84992,20480,0,0.3197317
85504,20480,0,0.31045917
86016,20480,0,0.2155158
86528,20480,0,0.25996652
87040,20480,0,0.26488096
87552,20480,0,0.27566564
88064,20480,0,0.13586143
88576,20480,0,0.18817475
89088,20480,0,0.10083435
89600,20480,0,0.15830442
90112,20480,0,0.2026009
90624,20480,0,0.24639733
91136,20480,0,0.25072926
91648,20480,0,0.18100972
92160,20480,0,0.17405902
92672,20480,0,0.19257732
93184,20480,0,0.3209277
93696,20480,0,0.24853417
95232,20480,0,0.16947459
95744,20480,0,0.18278994
4608,20992,0,0.19368058
5120,20992,0,0.1584346
5632,20992,0,0.15361266
6144,20992,0,0.13811268
6656,20992,0,0.15759008
7168,20992,0,0.15895613
7680,20992,0,0.18757874
8192,20992,0,0.15121572
8704,20992,0,0.23065974
9216,20992,0,0.15361266
9728,20992,0,0.22661243
10240,20992,0,0.16304526
10752,20992,0,0.1670148
11264,20992,0,0.18003458
11776,20992,0,0.21785708
12288,20992,0,0.20157737
12800,20992,0,0.19617093
13312,20992,0,0.112551324
13824,20992,0,0.12995383
14336,20992,0,0.23532799
14848,20992,0,0.24735057
15360,20992,0,0.3317148
15872,20992,0,0.32831404
16384,20992,0,0.24678285
16896,20992,0,0.21522701
17408,20992,0,0.19223589
17920,20992,0,0.15272598
18432,20992,0,0.25959092
18944,20992,0,0.30192778
19456,20992,0,0.18565175
19968,20992,0,0.23567963
20480,20992,0,0.17766815
20992,20992,0,0.17560875
21504,20992,0,0.13523209
22016,20992,0,0.29249424
22528,20992,0,0.35448894
23040,20992,0,0.15475886
23552,20992,0,0.17388359
24064,20992,0,0.14330755
24576,20992,0,0.1468197
25088,20992,0,0.1979091
25600,20992,0,0.18140818
26112,20992,0,0.24344003
26624,20992,0,0.14057204
27136,20992,0,0.095013045
27648,20992,0,0.20898496
28160,20992,0,0.32804492
28672,20992,0,0.245537
29184,20992,0,0.18462047
29696,20992,0,0.21708846
30208,20992,0,0.24337259
30720,20992,0,0.3678946
31232,20992,0,0.26100117
31744,20992,0,0.14015962
32256,20992,0,0.25330648
32768,20992,0,0.16178322
33280,20992,0,0.19674905
33792,20992,0,0.23739909
34304,20992,0,0.35320508
34816,20992,0,0.29844025
35328,20992,0,0.32359383
35840,20992,0,0.3306873
36352,20992,0,0.29900283
36864,20992,0,0.49822995
37376,20992,0,0.33622205
37888,20992,0,0.2998222
38400,20992,0,0.18469398
38912,20992,0,0.34007415
39424,20992,0,0.2301835
39936,20992,0,0.2741084
40448,20992,0,0.4409958
40960,20992,0,0.39761674
41472,20992,0,0.473079
41984,20992,0,0.3969737
42496,20992,1,0.5104088
43008,20992,0,0.47866783
43520,20992,1,0.5114573
44032,20992,0,0.4748671
44544,20992,1,0.5900117
45056,20992,1,0.58692247
45568,20992,1,0.5833814
46080,20992,1,0.73132247
46592,20992,1,0.71158123
47104,20992,1,0.6751759
47616,20992,1,0.7816642
48128,20992,1,0.7314664
48640,20992,1,0.6757178
49152,20992,1,0.6858443
49664,20992,1,0.67403036
50176,20992,1,0.61330897
50688,20992,1,0.68650144
