x,y,cls,conf
48640,5120,0,0.26621416
49152,5120,0,0.11997406
49664,5120,0,0.1346052
50176,5120,0,0.20633376
50688,5120,0,0.24867103
51200,5120,0,0.21182416
51712,5120,0,0.15791444
52224,5120,0,0.12929276
52736,5120,0,0.1844735
53248,5120,0,0.18308188
53760,5120,0,0.2330948
54272,5120,0,0.20609397
54784,5120,0,0.16344544
55296,5120,0,0.19223589
55808,5120,0,0.2129677
56320,5120,0,0.09405178
56832,5120,0,0.057176594
57344,5120,0,0.11511248
57856,5120,0,0.18922128
58368,5120,0,0.17224145
58880,5120,0,0.19690341
59392,5120,0,0.23379382
59904,5120,0,0.14903529
62976,5120,0,0.25543654
63488,5120,0,0.2739627
64000,5120,0,0.26874948
4608,5632,0,0.06935241
5120,5632,0,0.19814175
5632,5632,0,0.18278994
6144,5632,0,0.21027938
6656,5632,0,0.31334096
7168,5632,0,0.29844025
7680,5632,1,0.58809835
8192,5632,0,0.4642791
8704,5632,0,0.33247292
14848,5632,0,0.2725567
36352,5632,0,0.14502452
36864,5632,0,0.15342228
37376,5632,0,0.20908588
37888,5632,0,0.13933781
38400,5632,0,0.11864014
38912,5632,0,0.25823244
39424,5632,0,0.13454832
39936,5632,0,0.1987631
40448,5632,0,0.11586064
40960,5632,0,0.15127839
41472,5632,0,0.23611969
41984,5632,0,0.27265352
42496,5632,0,0.14584377
43008,5632,0,0.21883626
43520,5632,0,0.23196201
44032,5632,0,0.16471791
44544,5632,0,0.115411244
45056,5632,0,0.23070303
45568,5632,0,0.2056549
46080,5632,0,0.18297234
46592,5632,0,0.17248523
47104,5632,0,0.16317858
47616,5632,0,0.2424746
48128,5632,0,0.22126654
48640,5632,0,0.23550376
49152,5632,0,0.2325715
49664,5632,0,0.19467384
50176,5632,0,0.1201288
50688,5632,0,0.14451066
51200,5632,0,0.14069007
51712,5632,0,0.19644053
52224,5632,0,0.2451302
52736,5632,0,0.21559837
53248,5632,0,0.13150747
53760,5632,0,0.15084007
54272,5632,0,0.1666754
54784,5632,0,0.2821962
55296,5632,0,0.17099196
55808,5632,0,0.22708343
56320,5632,0,0.18720697
56832,5632,0,0.107390665
57344,5632,0,0.1538032
57856,5632,0,0.20705435
58368,5632,0,0.1509652
58880,5632,0,0.20386599
59392,5632,0,0.19884089
59904,5632,0,0.19915219
61440,5632,0,0.21206881
62976,5632,0,0.3376948
63488,5632,0,0.25082102
64000,5632,0,0.19291921
4608,6144,0,0.074231364
5120,6144,0,0.12173796
5632,6144,0,0.07185127
6144,6144,0,0.21251789
6656,6144,0,0.19759926
7168,6144,0,0.25344503
7680,6144,0,0.18513554
8192,6144,0,0.21717146
8704,6144,0,0.30730602
12288,6144,0,0.20410384
12800,6144,0,0.18952109
13312,6144,0,0.16906264
13824,6144,0,0.22686929
14336,6144,0,0.19499938
14848,6144,0,0.16444936
15360,6144,0,0.26036593
15872,6144,0,0.24737328
16384,6144,0,0.18832397
16896,6144,0,0.1752203
17408,6144,0,0.17802513
17920,6144,0,0.24064073
18432,6144,0,0.16885696
19456,6144,0,0.2111727
19968,6144,0,0.18293586
20992,6144,0,0.26038945
21504,6144,0,0.1979091
22528,6144,0,0.23919381
23040,6144,0,0.23717815
23552,6144,0,0.16364582
24064,6144,0,0.16858302
27136,6144,0,0.16294535
29184,6144,0,0.20614393
29696,6144,0,0.21562932
30208,6144,0,0.1828264
30720,6144,0,0.16572808
31232,6144,0,0.25813892
31744,6144,0,0.24867103
32256,6144,0,0.22388572
32768,6144,0,0.246488
33280,6144,0,0.28417853
33792,6144,0,0.2148561
34304,6144,0,0.18184365
34816,6144,0,0.2148561
35840,6144,0,0.19701925
36352,6144,0,0.23157077
36864,6144,0,0.23572361
37376,6144,0,0.15559098
37888,6144,0,0.20898496
38400,6144,0,0.15947904
38912,6144,0,0.28821838
39424,6144,0,0.28917095
39936,6144,0,0.23997217
40448,6144,0,0.1728689
40960,6144,0,0.17888416
41472,6144,0,0.13799648
41984,6144,0,0.14211279
